"ride_id","rideable_type","started_at","ended_at","start_station_name","start_station_id","end_station_name","end_station_id","start_lat","start_lng","end_lat","end_lng","member_casual"
"C30110850BE1DBC1","electric_bike","2024-09-05 12:01:50.851","2024-09-05 12:02:09.599",,,,,41.95,-87.66,41.95,-87.66,"casual"
"BF0BEF192E6E9C8B","electric_bike","2024-09-05 12:02:59.809","2024-09-05 12:03:31.903",,,,,41.95,-87.66,41.95,-87.66,"casual"
"952051F557A0D2C2","electric_bike","2024-09-28 12:11:22.493","2024-09-28 12:18:23.659",,,,,41.9,-87.63,41.92,-87.63,"member"
"6CBB41FCA3FA872B","electric_bike","2024-09-11 16:01:57.128","2024-09-11 16:06:05.172",,,,,41.97,-87.64,41.97,-87.66,"member"
"BD618413638809E7","electric_bike","2024-09-11 13:32:14.720","2024-09-11 13:37:17.208",,,,,41.97,-87.66,41.97,-87.64,"member"
"112E2C35B39BFDED","electric_bike","2024-09-20 15:02:04.106","2024-09-20 15:08:30.846",,,,,41.94,-87.65,41.95,-87.64,"member"
"EF7EA123D46B98DD","electric_bike","2024-09-20 15:32:12.907","2024-09-20 15:32:32.809",,,,,41.94,-87.64,41.94,-87.64,"member"
"4B1C99183F160F66","electric_bike","2024-09-20 07:42:44.832","2024-09-20 07:44:32.495",,,,,41.88,-87.62,41.88,-87.62,"member"
"D82007FB065CAF0D","electric_bike","2024-09-20 16:35:26.640","2024-09-20 16:43:37.473",,,,,41.91,-87.65,41.89,-87.65,"member"
"5CD47EB804A91723","electric_bike","2024-09-19 20:45:05.936","2024-09-19 20:52:15.483",,,"California Ave & Milwaukee Ave","13084",41.9,-87.7,41.922695,-87.697153,"member"
"B72FBA26461F4BB8","electric_bike","2024-09-19 19:59:00.951","2024-09-19 20:01:57.353",,,,,41.9,-87.7,41.9,-87.7,"member"
"DC4AFD86EEB95781","electric_bike","2024-09-24 18:20:43.618","2024-09-24 18:32:38.322",,,,,41.89,-87.64,41.93,-87.64,"member"
"AA47AB50DF82BFD4","electric_bike","2024-09-23 19:15:45.993","2024-09-23 19:22:13.582",,,,,41.91,-87.69,41.91,-87.69,"member"
"AD4A325192AB5872","electric_bike","2024-09-24 17:33:32.028","2024-09-24 17:41:02.031",,,,,41.92,-87.73,41.92,-87.71,"member"
"681D8494036F4291","electric_bike","2024-09-24 08:46:13.457","2024-09-24 08:54:15.029",,,,,41.9,-87.64,41.89,-87.63,"member"
"C24D95849A221303","electric_bike","2024-09-24 10:46:27.140","2024-09-24 10:47:50.635",,,,,41.96,-87.63,41.96,-87.64,"member"
"C6C5B7259878105D","electric_bike","2024-09-25 19:00:45.704","2024-09-25 19:27:06.100",,,,,41.88,-87.62,41.79,-87.6,"member"
"86FC4B8459D7B626","electric_bike","2024-09-25 16:31:27.451","2024-09-25 16:36:56.333",,,,,41.91,-87.68,41.91,-87.7,"member"
"DD3288540C5E6662","electric_bike","2024-09-11 21:05:48.221","2024-09-11 21:15:01.939",,,,,41.89,-87.63,41.89,-87.66,"member"
"9362A9039242C44A","electric_bike","2024-09-12 09:12:06.466","2024-09-12 09:16:08.867",,,,,41.95,-87.66,41.94,-87.65,"member"
"878A67B50411CAD9","electric_bike","2024-09-12 09:01:16.581","2024-09-12 09:06:41.206",,,,,41.94,-87.65,41.95,-87.66,"member"
"A7FBF69B2AD40274","electric_bike","2024-09-12 06:43:32.992","2024-09-12 06:58:15.572","Wood St & Chicago Ave","637",,,41.895634,-87.672069,41.91,-87.72,"member"
"613187A4629034FC","electric_bike","2024-09-12 16:57:17.559","2024-09-12 17:03:46.540",,,,,41.88,-87.66,41.89,-87.67,"member"
"F5A11E1530451BF9","electric_bike","2024-09-15 11:50:01.511","2024-09-15 11:59:53.607",,,,,41.95,-87.64,41.93,-87.65,"member"
"4FFECD5564737AA6","electric_bike","2024-09-15 12:26:28.681","2024-09-15 12:36:29.145",,,,,41.88,-87.65,41.89,-87.64,"member"
"296C13710D14B267","electric_bike","2024-09-12 09:44:09.905","2024-09-12 09:49:23.447",,,,,41.91,-87.68,41.92,-87.68,"member"
"103B86FC2129228E","electric_bike","2024-09-12 16:35:31.973","2024-09-12 17:06:40.543",,,,,41.92,-87.68,41.99,-87.65,"member"
"7E9CDE2B0397726A","electric_bike","2024-09-12 08:35:50.888","2024-09-12 08:49:11.078",,,,,41.91,-87.67,41.89,-87.63,"member"
"F50C1B966D289E6D","electric_bike","2024-09-30 14:50:16.575","2024-09-30 15:07:29.036",,,,,41.98,-87.65,41.94,-87.64,"member"
"B3F62FE999EA79BD","electric_bike","2024-09-16 08:27:51.960","2024-09-16 08:49:56.258",,,,,41.89,-87.67,41.92,-87.73,"member"
"74649346E51D36F0","electric_bike","2024-09-16 09:44:43.921","2024-09-16 10:13:48.145",,,"Wood St & Chicago Ave","637",41.92,-87.73,41.895634,-87.672069,"member"
"D7C4F1B4EE48A93C","electric_bike","2024-09-14 06:45:55.299","2024-09-14 06:53:58.595",,,,,41.93,-87.64,41.94,-87.64,"member"
"8EA3CC5E85B3852D","electric_bike","2024-09-14 08:03:01.412","2024-09-14 08:23:40.945",,,,,41.94,-87.65,41.94,-87.64,"member"
"8F62465F06D7D39B","electric_bike","2024-09-25 14:17:35.549","2024-09-25 14:21:17.672","California Ave & Milwaukee Ave","13084",,,41.922695,-87.697153,41.92,-87.7,"member"
"D5D11B8D2C21208E","electric_bike","2024-09-24 20:44:14.801","2024-09-24 20:59:37.193",,,,,41.92,-87.66,41.9,-87.62,"member"
"1E51DD35CCE1C829","electric_bike","2024-09-25 18:08:29.184","2024-09-25 18:27:03.369","Wood St & Chicago Ave","637",,,41.895634,-87.672069,41.94,-87.66,"member"
"C88CF843838E79A5","electric_bike","2024-09-26 23:26:59.211","2024-09-26 23:29:36.986",,,,,41.89,-87.63,41.89,-87.63,"member"
"5FA9199498E0D4EE","electric_bike","2024-09-27 18:18:42.268","2024-09-27 18:22:08.559",,,,,41.94,-87.65,41.94,-87.64,"member"
"3563B603D2775A6F","electric_bike","2024-09-26 22:48:12.181","2024-09-26 23:10:02.512",,,,,41.93,-87.64,41.93,-87.7,"member"
"A2F55291C17F5F08","electric_bike","2024-09-19 17:26:45.849","2024-09-19 17:47:36.004",,,,,41.94,-87.64,41.9,-87.63,"member"
"26FB88C48EC899C0","electric_bike","2024-09-19 14:54:07.404","2024-09-19 14:58:10.256",,,,,41.94,-87.64,41.94,-87.64,"member"
"0A1BA624F164B9D2","electric_bike","2024-09-19 13:50:08.341","2024-09-19 14:13:57.907",,,,,41.9,-87.63,41.94,-87.65,"member"
"4E0DBFD52790E920","electric_bike","2024-09-19 13:49:29.041","2024-09-19 13:49:45.147",,,,,41.9,-87.63,41.9,-87.63,"member"
"89571F1ECB5F7D20","electric_scooter","2024-09-18 17:05:54.227","2024-09-18 17:18:36.784",,,,,41.89,-87.66,41.89,-87.63,"member"
"D72AD246DF274D98","electric_scooter","2024-09-18 12:42:09.349","2024-09-18 12:47:13.067",,,,,41.9,-87.68,41.9,-87.67,"member"
"3D86E17A546214EA","electric_scooter","2024-09-18 13:53:59.713","2024-09-18 14:00:52.746",,,,,41.98,-87.66,41.99,-87.66,"member"
"0D579E99C6585413","electric_scooter","2024-09-18 16:12:27.216","2024-09-18 16:12:36.487",,,,,41.82,-87.62,41.82,-87.62,"member"
"B984E7B6A9D81F89","electric_scooter","2024-09-18 16:15:55.485","2024-09-18 16:27:26.996",,,,,41.82,-87.62,41.83,-87.62,"member"
"0C778ADF49AF886F","electric_scooter","2024-09-18 17:17:36.026","2024-09-18 17:40:34.459",,,,,41.88,-87.64,41.89,-87.63,"member"
"C9602D1F225B0030","electric_scooter","2024-09-18 15:06:43.392","2024-09-18 15:24:03.132",,,,,41.92,-87.71,41.92,-87.69,"member"
"514C53FA2AC7A407","electric_bike","2024-09-21 16:07:10.300","2024-09-21 16:17:24.842",,,,,41.92,-87.65,41.93,-87.67,"member"
"DE5E5D59D810D228","electric_bike","2024-09-18 12:44:31.921","2024-09-18 13:34:48.757",,,,,41.98,-87.67,41.88,-87.63,"member"
"5B0AE02420298DC8","electric_bike","2024-09-17 21:41:19.873","2024-09-17 21:58:22.063",,,,,41.94,-87.65,41.89,-87.64,"member"
"A382B207179B2ADF","electric_bike","2024-09-05 20:11:02.294","2024-09-05 20:16:31.919",,,,,41.88,-87.65,41.89,-87.64,"member"
"A94DA09C690BF6B3","electric_bike","2024-09-06 17:52:28.515","2024-09-06 18:02:39.412",,,,,41.9,-87.63,41.9,-87.67,"member"
"9ABCE9CA43F9DA97","electric_bike","2024-09-15 19:11:58.679","2024-09-15 19:18:13.299",,,,,41.91,-87.65,41.92,-87.65,"member"
"DC747562E94F634D","electric_bike","2024-09-16 18:21:45.307","2024-09-16 18:35:27.990",,,,,41.93,-87.65,41.89,-87.66,"member"
"074DE185CBCF2957","electric_bike","2024-09-16 18:44:55.911","2024-09-16 18:56:41.771",,,,,41.89,-87.6,41.89,-87.62,"casual"
"11E33F39CA5B4D54","electric_bike","2024-09-14 23:30:48.226","2024-09-14 23:42:44.000",,,,,41.93,-87.7,41.93,-87.76,"member"
"02471DAA1A7935C0","electric_bike","2024-09-15 12:11:50.463","2024-09-15 12:33:44.469",,,,,41.93,-87.76,41.96,-87.73,"member"
"0559693B15F86379","electric_bike","2024-09-26 22:26:15.466","2024-09-26 22:30:06.216",,,,,41.94,-87.64,41.94,-87.64,"member"
"B97C8E8F14A27B0E","electric_bike","2024-09-26 22:16:49.953","2024-09-26 22:24:34.413",,,,,41.92,-87.64,41.92,-87.64,"member"
"D405D132FA2AEEB5","electric_bike","2024-09-26 19:34:20.123","2024-09-26 19:35:31.641",,,,,41.92,-87.65,41.92,-87.65,"member"
"761A11DD266C97AF","electric_bike","2024-09-19 09:06:41.820","2024-09-19 09:22:42.933",,,,,41.93,-87.64,41.98,-87.52,"member"
"D6DFF128396F3596","electric_bike","2024-09-17 16:11:55.021","2024-09-17 16:18:14.777",,,,,42.06,-87.67,42.06,-87.68,"member"
"E76D8D0CCF1D6DB3","electric_bike","2024-09-17 05:31:27.270","2024-09-17 05:31:28.761",,,,,41.94,-87.66,41.94,-87.66,"member"
"206D6BBA6A588200","electric_bike","2024-09-17 14:11:40.984","2024-09-17 14:22:25.226",,,,,41.89,-87.63,41.89,-87.65,"member"
"B56587138EE2B88B","electric_bike","2024-09-17 13:38:37.361","2024-09-17 13:47:15.096",,,,,41.89,-87.65,41.89,-87.63,"member"
"069A795F40DA5695","electric_bike","2024-09-29 18:49:24.715","2024-09-29 18:52:11.597",,,,,41.97,-87.65,41.96,-87.66,"member"
"0C63A0A87B1401C5","electric_bike","2024-09-29 18:56:49.489","2024-09-29 18:59:28.803",,,,,41.96,-87.66,41.97,-87.65,"member"
"E607DEE869E9472A","electric_bike","2024-09-05 18:16:05.674","2024-09-05 18:27:36.027",,,,,41.89,-87.63,41.89,-87.65,"member"
"69DFF9470EE125FB","electric_bike","2024-09-06 17:10:32.234","2024-09-06 17:45:12.456",,,,,41.95,-87.65,41.92,-87.67,"member"
"8FC74EB50725BFF5","electric_bike","2024-09-06 09:04:23.891","2024-09-06 09:26:08.477",,,,,41.95,-87.65,41.95,-87.64,"member"
"790FA51457A23185","electric_bike","2024-09-14 16:38:42.917","2024-09-14 16:46:24.758",,,,,41.92,-87.64,41.9,-87.63,"member"
"9BB0C633E39941B0","electric_bike","2024-09-19 20:35:01.365","2024-09-19 20:50:18.863",,,,,41.94,-87.66,41.91,-87.62,"member"
"7F1FD3D4835FDB67","electric_bike","2024-09-13 06:21:31.073","2024-09-13 06:24:12.633",,,,,41.9,-87.63,41.9,-87.63,"member"
"760B817B69537FB3","electric_bike","2024-09-12 19:54:11.506","2024-09-12 19:59:44.187",,,,,41.92,-87.64,41.93,-87.64,"member"
"B98BF05DA5182B4E","electric_bike","2024-09-12 10:32:14.410","2024-09-12 10:40:26.227",,,,,41.89,-87.68,41.89,-87.66,"member"
"0859A26BA032054A","electric_bike","2024-09-09 20:29:59.587","2024-09-09 20:45:28.313",,,,,41.97,-87.66,41.93,-87.68,"member"
"DB96B3C6BCD79BC9","electric_bike","2024-09-10 16:36:02.815","2024-09-10 17:06:52.544",,,,,41.84,-87.71,41.84,-87.62,"member"
"81C5E20F8BC5CC83","electric_bike","2024-09-10 16:06:06.082","2024-09-10 16:14:19.202",,,,,41.88,-87.64,41.88,-87.66,"member"
"EDEAE56A280D1B9A","electric_bike","2024-09-10 09:15:12.610","2024-09-10 09:23:17.230",,,,,41.88,-87.65,41.88,-87.64,"member"
"5981C0BAE3E6E0F7","electric_bike","2024-09-22 15:14:56.211","2024-09-22 15:20:25.580",,,,,41.9,-87.63,41.89,-87.62,"member"
"CF201D1A13BBD63C","electric_bike","2024-09-23 12:03:23.518","2024-09-23 12:03:38.037",,,,,41.9,-87.62,41.9,-87.62,"casual"
"35B4F810480C4904","electric_bike","2024-09-23 12:00:38.043","2024-09-23 12:01:05.118",,,,,41.9,-87.62,41.9,-87.62,"casual"
"8F982D6CCE5D6ED7","electric_bike","2024-09-14 15:11:30.631","2024-09-14 15:15:09.271",,,,,41.89,-87.66,41.89,-87.67,"member"
"5807A678B7B9606B","electric_bike","2024-09-14 01:03:01.484","2024-09-14 01:08:44.625",,,,,41.96,-87.71,41.97,-87.71,"member"
"7A8A271524C53F2B","electric_bike","2024-09-14 17:49:35.217","2024-09-14 17:56:35.648",,,,,41.91,-87.63,41.9,-87.63,"member"
"F422424B679D0CE7","electric_bike","2024-09-15 18:48:43.920","2024-09-15 18:50:53.697",,,,,41.91,-87.65,41.91,-87.65,"member"
"7B88BDDEFEF562E5","electric_bike","2024-09-14 23:13:33.202","2024-09-14 23:30:10.075",,,,,41.92,-87.67,41.9,-87.67,"member"
"2DC6E3AC7EECD248","electric_bike","2024-09-14 20:29:03.058","2024-09-14 20:38:56.342",,,,,41.89,-87.65,41.88,-87.68,"member"
"BF9B940F191719BA","electric_bike","2024-09-14 21:16:27.873","2024-09-14 21:20:53.223",,,,,41.94,-87.64,41.94,-87.65,"member"
"2CF68011450DD428","electric_bike","2024-09-12 08:45:33.226","2024-09-12 09:02:08.433",,,,,41.93,-87.64,41.9,-87.63,"member"
"6B2CBD565B7AA904","electric_bike","2024-09-11 21:15:11.901","2024-09-11 21:17:05.230",,,,,41.95,-87.65,41.95,-87.65,"member"
"20EE942435F4CC97","electric_bike","2024-09-11 21:02:30.391","2024-09-11 21:05:01.190",,,,,41.95,-87.65,41.95,-87.65,"member"
"5B5A916F18E4EDCC","electric_bike","2024-09-11 19:13:43.915","2024-09-11 19:50:41.066",,,,,41.97,-87.78,41.92,-87.76,"member"
"151EDE03ACF48E10","electric_bike","2024-09-05 23:03:36.972","2024-09-05 23:07:17.478",,,,,41.77,-87.58,41.77,-87.57,"member"
"21D1C592016631DC","electric_bike","2024-09-05 19:39:56.310","2024-09-05 19:43:47.007",,,,,41.88,-87.66,41.88,-87.66,"member"
"A9DDA339DE53CC68","electric_bike","2024-09-06 16:15:18.816","2024-09-06 16:31:29.769",,,,,41.95,-87.65,41.96,-87.64,"member"
"F01F3543464C7095","electric_bike","2024-09-06 13:07:40.008","2024-09-06 13:30:55.690",,,,,41.9,-87.66,41.93,-87.69,"member"
"C53D5EFFC8174284","electric_bike","2024-09-26 08:48:57.607","2024-09-26 09:08:50.203",,,,,41.94,-87.64,41.89,-87.64,"member"
"CB95DCCC506BA7F1","electric_bike","2024-09-26 16:18:33.391","2024-09-26 16:39:58.269",,,,,41.93,-87.73,41.89,-87.65,"member"
"088772DD7BAAFBF2","electric_bike","2024-09-26 17:46:39.878","2024-09-26 17:51:16.311",,,,,41.99,-87.82,41.99,-87.82,"member"
"605B27192429F156","electric_bike","2024-09-29 17:15:31.424","2024-09-29 17:39:21.605",,,,,41.97,-87.69,41.91,-87.68,"member"
"A523E0ACF2BD728E","electric_bike","2024-09-29 12:59:29.882","2024-09-29 13:13:22.670",,,,,41.96,-87.66,41.98,-87.68,"member"
"D35947E66A4D270B","electric_bike","2024-09-29 12:10:11.492","2024-09-29 12:28:47.782",,,,,41.9,-87.63,41.94,-87.66,"member"
"DB9091A5B3984CCB","electric_bike","2024-09-28 20:18:42.484","2024-09-28 20:24:13.122",,,,,41.97,-87.67,41.96,-87.66,"member"
"4C2B38809CF2FCB4","electric_bike","2024-09-28 21:45:21.672","2024-09-28 21:51:02.684",,,,,41.94,-87.65,41.96,-87.65,"member"
"C9496028AD25EC24","electric_bike","2024-09-29 17:39:09.964","2024-09-29 17:46:27.549",,,,,41.95,-87.65,41.95,-87.65,"casual"
"D9C9318B6994786A","electric_bike","2024-09-29 16:22:41.660","2024-09-29 16:44:24.779",,,,,41.93,-87.73,41.89,-87.65,"member"
"851B99A3980355DD","electric_bike","2024-09-23 09:05:29.380","2024-09-23 09:15:35.512",,,,,41.89,-87.62,41.88,-87.64,"member"
"1B92CA798A7ACF2C","electric_bike","2024-09-28 14:27:09.753","2024-09-28 14:31:00.735",,,,,41.8,-87.59,41.8,-87.6,"member"
"ED412FA83D23A495","electric_bike","2024-09-28 14:01:09.266","2024-09-28 14:05:33.425",,,,,41.8,-87.6,41.8,-87.59,"member"
"292C9F8AF77FC3A0","electric_bike","2024-09-14 17:54:58.343","2024-09-14 18:04:19.848",,,,,41.87,-87.66,41.86,-87.65,"member"
"FBB0615E76321E68","electric_bike","2024-09-26 18:52:17.701","2024-09-26 19:03:08.168",,,,,41.89,-87.66,41.9,-87.67,"member"
"EC6A22B1F2C97B1A","electric_bike","2024-09-03 11:13:59.493","2024-09-03 11:25:37.128",,,,,41.93,-87.65,41.91,-87.67,"member"
"1A5AECC0DC2A2F7C","electric_bike","2024-09-12 23:34:27.633","2024-09-12 23:42:22.663",,,,,41.95,-87.65,41.94,-87.68,"member"
"45FF697336BC43A3","electric_bike","2024-09-30 17:03:55.986","2024-09-30 17:13:07.977",,,,,42.06,-87.68,42.05,-87.69,"member"
"63301F4A48E7369C","electric_bike","2024-09-10 08:35:32.443","2024-09-10 08:54:23.972",,,,,41.95,-87.66,41.89,-87.65,"member"
"0B9C53C9F66A5601","electric_bike","2024-09-09 07:12:55.987","2024-09-09 07:16:21.967",,,,,41.87,-87.66,41.87,-87.67,"member"
"01AF3683E2995486","electric_bike","2024-09-09 18:20:56.261","2024-09-09 18:28:44.342",,,,,41.91,-87.67,41.89,-87.65,"member"
"A432B624CE617BD2","electric_bike","2024-09-09 00:12:54.442","2024-09-09 00:46:00.980",,,,,41.79,-87.73,41.77,-87.57,"member"
"CDBF44D865BDC569","electric_bike","2024-09-26 10:28:53.709","2024-09-26 10:29:16.871",,,,,41.91,-87.67,41.91,-87.67,"member"
"FC81CD3E1FDC5708","electric_bike","2024-09-25 19:30:54.680","2024-09-25 19:41:25.366",,,,,41.92,-87.65,41.95,-87.66,"member"
"79BB12CD57E859FD","electric_bike","2024-09-26 16:20:48.565","2024-09-26 16:24:02.698",,,,,41.89,-87.63,41.89,-87.63,"member"
"88518FE5DDAC2CFF","electric_bike","2024-09-03 07:58:52.559","2024-09-03 08:01:28.553",,,,,41.94,-87.66,41.95,-87.66,"member"
"BE94BDAEBDE8B616","electric_bike","2024-09-02 19:16:30.606","2024-09-02 19:25:25.066",,,,,41.95,-87.64,41.96,-87.65,"member"
"1886E966884B2EBF","electric_bike","2024-09-02 19:54:16.442","2024-09-02 19:58:21.328",,,,,41.77,-87.58,41.77,-87.57,"member"
"8914FA7289CFD39D","electric_bike","2024-09-21 14:13:18.286","2024-09-21 14:13:48.638",,,,,41.92,-87.65,41.92,-87.65,"member"
"3C0E03A1538020EB","electric_bike","2024-09-05 17:02:29.216","2024-09-05 17:15:10.089",,,,,41.88,-87.63,41.9,-87.63,"member"
"E5C8DF4BDB25D4ED","electric_bike","2024-09-05 16:58:25.540","2024-09-05 17:06:44.199",,,,,41.91,-87.67,41.89,-87.65,"member"
"BFF6C0EA179F1C52","electric_bike","2024-09-05 15:49:02.532","2024-09-05 15:54:56.961",,,,,41.91,-87.68,41.9,-87.67,"member"
"DC1F7C1A0E117A2E","electric_bike","2024-09-05 14:41:55.469","2024-09-05 14:45:53.041",,,,,41.91,-87.67,41.91,-87.68,"member"
"85301607559D51CC","electric_bike","2024-09-05 18:46:42.466","2024-09-05 18:48:25.141",,,,,42.05,-87.69,42.05,-87.68,"member"
"8CC8A4677BE57DB6","electric_bike","2024-09-05 18:56:36.670","2024-09-05 19:09:27.897",,,,,41.95,-87.66,41.97,-87.64,"member"
"30B8570F9E174D27","electric_bike","2024-09-11 08:27:24.218","2024-09-11 08:43:24.218",,,,,41.89,-87.63,41.88,-87.64,"member"
"C9B560E01BDAC53B","electric_bike","2024-09-11 18:20:44.905","2024-09-11 18:36:48.453",,,,,41.98,-87.67,41.97,-87.68,"member"
"533C026BA87F5A84","electric_bike","2024-09-11 18:38:27.807","2024-09-11 18:45:24.510",,,,,41.97,-87.68,41.96,-87.68,"member"
"0B9022FD87894E93","electric_bike","2024-09-10 20:40:48.327","2024-09-10 20:50:40.785",,,,,41.96,-87.65,41.97,-87.66,"member"
"6117FF01C710127D","electric_bike","2024-09-11 18:48:17.341","2024-09-11 19:17:38.298",,,,,41.89,-87.66,41.93,-87.73,"member"
"E954CE3AC282071C","electric_bike","2024-09-10 22:44:38.174","2024-09-10 22:48:38.895",,,,,41.92,-87.69,41.93,-87.7,"member"
"BEA2084653B6887B","electric_bike","2024-09-11 10:45:09.806","2024-09-11 11:06:16.587",,,,,41.93,-87.72,41.91,-87.61,"member"
"52EB28B25EB9C251","electric_bike","2024-09-14 09:10:52.697","2024-09-14 09:18:57.301",,,,,41.93,-87.65,41.91,-87.64,"member"
"1CF611F096BF71F4","electric_bike","2024-09-23 19:13:17.370","2024-09-23 19:17:37.864",,,,,41.93,-87.73,41.93,-87.73,"member"
"4C5A83BB5396BAD1","electric_bike","2024-09-23 19:02:40.976","2024-09-23 19:13:34.996",,,,,41.92,-87.64,41.92,-87.64,"member"
"A8D71C2E2CEAD8AA","electric_bike","2024-09-24 21:45:00.919","2024-09-24 21:55:04.503",,,,,41.97,-87.67,41.96,-87.65,"member"
"93D06916DB794AA9","electric_bike","2024-09-24 21:40:07.262","2024-09-24 21:44:08.515",,,,,42.06,-87.68,42.05,-87.69,"member"
"AA7CA849CC7DC667","electric_bike","2024-09-12 19:11:15.721","2024-09-12 19:21:11.241",,,,,41.92,-87.65,41.94,-87.67,"member"
"D1ADBD8D26EBE4C6","electric_bike","2024-09-12 19:38:31.783","2024-09-12 19:49:02.357",,,,,41.91,-87.62,41.93,-87.64,"member"
"63838DFF8146E13F","electric_bike","2024-09-21 19:37:54.889","2024-09-21 19:40:03.455",,,,,41.96,-87.65,41.96,-87.65,"member"
"9C16D0E212010564","electric_bike","2024-09-21 19:29:29.185","2024-09-21 19:32:11.592",,,,,41.96,-87.65,41.96,-87.65,"member"
"554014CE702D49AD","electric_bike","2024-09-21 19:44:36.478","2024-09-21 19:47:11.358",,,,,41.96,-87.65,41.96,-87.65,"member"
"995F4FD4613DE181","electric_bike","2024-09-22 00:00:16.814","2024-09-22 00:12:15.885",,,,,41.91,-87.64,41.89,-87.65,"member"
"7BD7E562B5C73827","electric_bike","2024-09-22 13:07:48.936","2024-09-22 13:22:54.696",,,,,41.85,-87.68,41.86,-87.7,"member"
"C63EC529F32B816B","electric_bike","2024-09-19 19:45:17.804","2024-09-19 19:55:12.058",,,,,41.9,-87.69,41.91,-87.67,"member"
"BD32C33955A5D592","electric_bike","2024-09-20 18:59:31.381","2024-09-20 18:59:46.828",,,,,41.91,-87.62,41.91,-87.62,"member"
"2183381DD2AAFAC3","electric_bike","2024-09-10 12:50:30.590","2024-09-10 12:59:05.189",,,,,41.96,-87.66,41.98,-87.66,"member"
